r,e
1.2144000000000001,25.30779146045097
1.235089655172414,19.514337404310936
1.2557793103448278,14.668129474986927
1.2764689655172414,10.670356921953498
1.2971586206896553,7.4322110895154765
1.317848275862069,4.873831465447438
1.338537931034483,2.9233689555112505
1.3592275862068968,1.5161541886773193
1.3799172413793104,0.5939568971080007
1.4006068965517242,0.10432587726972997
1.421296551724138,0.0
1.4419862068965519,0.2383819702663459
1.4626758620689655,0.7810675968357828
1.4833655172413793,1.5934242228249786
1.5040551724137932,2.644213268577005
1.524744827586207,3.9052513136412017
1.5454344827586208,5.351106268717558
1.5661241379310344,6.958824589877622
1.5868137931034483,8.7076863238035
1.6075034482758621,10.57898509169172
1.628193103448276,12.555830444922321
1.6488827586206898,14.622970294964034
1.6695724137931034,16.766631379694445
1.6902620689655172,18.97437593905488
1.710951724137931,21.234972964870394
1.731641379310345,23.53828255289409
1.7523310344827587,25.875152009612066
1.7730206896551723,28.23731875856174
1.7937103448275864,30.617345260994625
1.8144,33.00850045160041
