r,e
0.9,318.24290720100544
0.9526315789473685,215.0415036290069
1.0052631578947369,139.95094959347625
1.0578947368421052,86.37191049841203
1.1105263157894738,49.24641609434184
1.1631578947368422,24.696141449268907
1.2157894736842105,9.743849883263465
1.268421052631579,2.1000848393159686
1.3210526315789473,0.0
1.3736842105263158,2.078893195692217
1.4263157894736842,7.277839307396789
1.4789473684210526,14.772661651055387
1.5315789473684212,23.920703880197834
1.5842105263157893,34.22084151838499
1.6368421052631579,45.28311638026935
1.6894736842105265,56.80530200154317
1.7421052631578946,68.55452173636877
1.7947368421052632,80.35265949681343
1.8473684210526315,92.06471776372928
1.9,103.5895288438478
