r,e
0.9,203.7160534682189
0.9526315789473685,121.590738609455
1.0052631578947369,65.81538828375778
1.0578947368421052,30.084298373389174
1.1105263157894738,9.546522842640115
1.1631578947368422,0.47398346967383986
1.2157894736842105,0.0
1.268421052631579,5.917172644716629
1.3210526315789473,16.5233581000939
1.3736842105263158,30.50537150494347
1.4263157894736842,46.850826136120304
1.4789473684210526,64.78009722644492
1.5315789473684212,83.69317118692561
1.5842105263157893,103.12858275132749
1.6368421052631579,122.73238916752598
1.6894736842105265,142.23490549411508
1.7421052631578946,161.4329867684064
1.7947368421052632,180.17618628605123
1.8473684210526315,198.3557289003802
1.9,215.89565803739242
