r,e
0.9,470.0101721078245
0.9526315789473685,346.2965585940401
1.0052631578947369,251.92291843184648
1.0578947368421052,180.2393295791626
1.1105263157894738,126.14397258677491
1.1631578947368422,85.71392412453133
1.2157894736842105,55.92414039804862
1.268421052631579,34.43405666558101
1.3210526315789473,19.425292678432015
1.3736842105263158,9.478400207619416
1.4263157894736842,3.4797592272952897
1.4789473684210526,0.5516744907145039
1.5315789473684212,0.0
1.5842105263157893,1.2746868220929173
1.6368421052631579,3.9396840109257028
1.6894736842105265,7.649590635199274
1.7421052631578946,12.13125925022905
1.7947368421052632,17.169135820571682
1.8473684210526315,22.59350501102017
1.9,28.271047359907243
