r,e
0.7586999999999999,39.95988162638969
0.7793896551724138,30.30960502293601
0.8000793103448275,22.396210172300925
0.8207689655172413,15.99660875738482
0.8414586206896552,10.91644860660017
0.8621482758620689,6.986172940421966
0.8828379310344827,4.057668496694532
0.9035275862068965,2.001400108478265
0.9242172413793103,0.7039503907144535
0.9449068965517241,0.06590033310931176
0.9655965517241378,0.0
0.9862862068965517,0.42958864718093537
1.0069758620689655,1.2872307983634528
1.0276655172413793,2.513540064872359
1.048355172413793,4.056166174355894
1.069044827586207,5.868921185028739
1.0897344827586206,7.911028609029017
1.1104241379310344,10.146473236687598
1.1311137931034483,12.543439062472316
1.1518034482758621,15.073820815086947
1.172493103448276,17.712798035820015
1.1931827586206896,20.438461561774602
1.2138724137931034,23.23149046524486
1.2345620689655172,26.074855693106656
1.255251724137931,28.953573895123554
1.275941379310345,31.854478006862337
1.2966310344827585,34.76601803000085
1.3173206896551726,37.678081277088495
1.3380103448275862,40.58184000683832
1.3587,43.46959978392988
