r,e
0.33999999999999997,102.43710466190976
0.40067415730337075,13.337966898317177
0.4613483146067415,-40.845393910056146
0.5220224719101123,-73.70562608387831
0.5826966292134832,-92.99126558895489
0.6433707865168539,-103.39009255604435
0.7040449438202248,-107.86772392161731
0.7647191011235955,-108.3653141708727
0.8253932584269663,-106.18812826063618
0.8860674157303371,-102.22967433027532
0.9467415730337079,-97.10908298646757
1.0074157303370788,-91.26310190983497
1.0680898876404497,-85.00591829526797
1.1287640449438203,-78.56650858081059
1.189438202247191,-72.11303626275787
1.2501123595505619,-65.769490288871
1.3107865168539328,-59.62714161139343
1.3714606741573037,-53.75246635252063
1.432134831460674,-48.1927167112284
1.492808988764045,-42.97995285071204
1.5534831460674159,-38.13405675286481
1.6141573033707868,-33.6650440400108
1.6748314606741572,-29.57486691508234
1.7355056179775281,-25.85884008823905
1.796179775280899,-22.50679622455175
1.85685393258427,-19.5040650175024
1.9175280898876408,-16.832354662481976
1.9782022471910112,-14.470590055923708
2.038876404494382,-12.395731426740213
2.099550561797753,-10.583568210303383
2.160224719101124,-9.009464056195384
2.2208988764044943,-7.6490215262102765
2.2815730337078652,-6.478640060770317
2.342247191011236,-5.475951383237884
2.402921348314607,-4.620129398777635
2.4635955056179775,-3.892082638372699
2.5242696629213484,-3.27454480688516
2.5849438202247192,-2.7520827511654034
2.64561797752809,-2.3110418264730015
2.7062921348314606,-1.9394471990555076
2.7669662921348315,-1.6268770291839019
2.8276404494382024,-1.3643204580780548
2.8883146067415733,-1.1440303411792456
2.948988764044944,-0.9593779848955819
3.0096629213483146,-0.8047148645317748
3.0703370786516855,-0.675244452420884
3.1310112359550564,-0.5669058458885274
3.1916853932584273,-0.47626981167866234
3.252359550561798,-0.4004471032233141
3.3130337078651686,-0.33700840464859994
3.3737078651685395,-0.2839149570817199
3.4343820224719104,-0.23945877926644243
3.4950561797752813,-0.20221136315581134
3.5557303370786517,-0.17097976907859902
3.6164044943820226,-0.1447691338498771
3.6770786516853935,-0.12275071638191548
3.7377528089887644,-0.10423472011348167
3.7984269662921353,-0.0886472395537794
3.8591011235955057,-0.07551077214770885
3.9197752808988766,-0.06442779400242671
3.9804494382022475,-0.05506710512383961
4.041123595505619,-0.04715226015605367
4.101797752808989,-0.040452179374710795
4.16247191011236,-0.03477332280783685
4.223146067415731,-0.029953290739399563
4.2838202247191015,-0.025855592741891087
4.344494382022472,-0.022365376435686812
4.405168539325843,-0.01938593563966151
4.465842696629214,-0.016835844161050773
4.526516853932584,-0.014646588824007267
4.587191011235955,-0.012760598661770928
4.647865168539326,-0.011129588457833961
4.708539325842697,-0.00971315420861174
4.769213483146068,-0.008477572284959933
4.829887640449439,-0.007394766786092077
4.8905617977528095,-0.006441418286271983
4.95123595505618,-0.005598194562253411
5.011910112359551,-0.004849087293678167
5.072584269662921,-0.004180843186873062
5.133258426966292,-0.003582478694170277
5.193932584269663,-0.0030448695360973943
5.254606741573034,-0.002560406421821426
5.315280898876405,-0.002122709080254026
5.375955056179776,-0.0017263912499174694
5.436629213483147,-0.0013668694024318029
5.4973033707865175,-0.0010402087759757705
5.557977528089888,-0.0007430005955484376
5.618651685393258,-0.0004722651386828147
5.679325842696629,-0.00022537580309744953
5.74,0.0
