r,e
0.8823000000000001,31.246342311394983
0.9029896551724139,24.164989415745367
0.9236793103448276,18.201149502710905
0.9443689655172415,13.249814946495462
0.9650586206896552,9.216310137795517
0.985748275862069,6.015010429735412
1.0064379310344829,3.5682336046156706
1.0271275862068967,1.8052740066777915
1.0478172413793103,0.661563929359545
1.0685068965517242,0.07793913208297454
1.089196551724138,0.0
1.1098862068965518,0.37755588404252194
1.1305758620689654,1.1641459426027723
1.1512655172413793,2.3166305394115625
1.171955172413793,3.7948482197825797
1.192644827586207,5.5613335019297665
1.2133344827586208,7.581090468142065
1.2340241379310344,9.82141668710392
1.2547137931034482,12.251771560680936
1.275403448275862,14.843681800863123
1.2960931034482759,17.570679307624232
1.3167827586206897,20.408261963893892
1.3374724137931033,23.333872667470132
1.3581620689655172,26.326889493167982
1.378851724137931,29.368620622641174
1.3995413793103448,32.442303446427104
1.4202310344827587,35.533089272808866
1.4409206896551723,38.62803305668058
1.4616103448275863,41.71606176366913
1.4823,44.78793308029708
