r,e
-180.0,0.0
-175.44303797468353,0.051247033894469496
-170.8860759493671,0.20122857905516867
-166.32911392405063,0.43886550446768524
-161.77215189873417,0.7476365682159667
-157.21518987341773,1.107528190164885
-152.65822784810126,1.4966684592145612
-148.1012658227848,1.8925703674321994
-143.54430379746836,2.273184886209492
-138.9873417721519,2.617951361426094
-134.43037974683546,2.908864810138766
-129.873417721519,3.131403635328752
-125.31645569620252,3.2750894343698747
-120.75949367088607,3.3335666673374362
-116.20253164556962,3.304364626914321
-111.64556962025316,3.1887079119551345
-107.0886075949367,2.9916187814815203
-102.53164556962025,2.7221816433229833
-97.97468354430379,2.393602559226565
-93.41772151898734,2.0228094444828457
-88.86075949367088,1.6296235308254836
-84.30379746835442,1.235714687347354
-79.74683544303797,0.8635378149556345
-75.18987341772151,0.5352948192739859
-70.63291139240505,0.27178180951887043
-66.0759493670886,0.09089782837691018
-61.518987341772146,0.005763600784121081
-56.962025316455694,0.02284075482748449
-52.40506329113923,0.14081705381249776
-47.84810126582278,0.35084364411159186
-43.29113924050631,0.6379924842040055
-38.734177215189874,0.983211095292063
-34.17721518987341,1.3650924437315552
-29.620253164556942,1.7612331429918413
-25.063291139240505,2.1493236347014317
-20.50632911392404,2.5081876221156563
-15.949367088607573,2.8188535757144564
-11.392405063291136,3.065554065949982
-6.83544303797467,3.236430755139736
-2.2784810126582045,3.323771188574028
2.278481012658233,3.3238410215926706
6.835443037974699,3.23663733311696
11.392405063291164,3.065888374680071
15.949367088607602,2.8193000717510586
20.506329113924068,2.5087242288936977
25.063291139240533,2.1499225135921733
29.62025316455697,1.7618621104047634
34.177215189873436,1.3657166658013011
38.7341772151899,0.9837947702617384
43.29113924050634,0.6385004867552198
47.848101265822805,0.3512434086733265
52.40506329113924,0.14108105523337144
56.96202531645571,0.022949595026148017
61.518987341772174,0.00570894310658332
66.07594936708861,0.09068388643208891
70.63291139240508,0.2714245753668365
75.18987341772154,0.5348194683756446
79.74683544303798,0.8629755444417242
84.30379746835445,1.235100001853425
88.86075949367091,1.628992193225713
93.41772151898738,2.022196793470357
97.97468354430384,2.3930418535601348
102.53164556962025,2.7217023493140005
107.08860759493672,2.9912450202100445
111.64556962025318,3.1884574399664416
116.20253164556965,3.30424859609775
120.75949367088612,3.3335899808080285
125.31645569620252,3.275251121907786
129.873417721519,3.1316967652601306
134.43037974683546,2.9092760489947977
138.98734177215192,2.618460764460906
143.5443037974684,2.2737664030864835
148.10126582278485,1.8931930799008114
152.65822784810126,1.4972982268591295
157.21518987341773,1.108129351741809
161.7721518987342,0.7481735837282031
166.32911392405066,0.43930471484782174
170.88607594936713,0.20154045825620415
175.4430379746836,0.0514091170480242
180.0,7.275957614183426e-12
